index,gendered,inclusive_form
1733,Dier Strafgefangene verbüßte deren Haftstrafe in der Justizvollzugsanstalt.,"Die Person, die eine Haftstrafe absitzt und aus verschiedenen Gründen in einer Justizvollzugsanstalt untergebracht ist, gleichgültig wie sich diese Person in Bezug auf Geschlecht oder Geschlechtsidentität versteht, verbüßt ihre Strafe dort."
1091,"Die lizenznehmende Person erhielt die Erlaubnis, das patentierte Produkt zu produzieren.","Die Person, die die Lizenz für das patentierte Produkt erworben hat, unabhängig davon, ob sie sich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifiziert, erhielt die Erlaubnis, dieses spezielle Produkt zu produzieren. Diese Erlaubnis gilt für alle Individuen, die sich in der Rolle der Lizenznehmenden befinden, und fördert die Vielfalt der Geschlechtsidentitäten in der Geschäftswelt und in den Produktionsprozessen."
662,Dier Gaffer/in behinderte die Rettungskräfte bei ihrer Arbeit.,"Die Person, die durch unangemessenes Verhalten den Einsatz der Rettungskräfte beeinträchtigt hat, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat deren wichtige und zeitkritische Arbeit behindert. Es ist essenziell, dass alle Menschen verstehen, wie wichtig es ist, den Rettungskräften in solchen Situationen den nötigen Raum und die nötige Sicherheit zu lassen, um schnell und effektiv helfen zu können."
193,"... Die Stimmungsanimateur_in verbreitet gute Laune, egal wo dey ist. ","Die Person, die für das Erzeugen einer positiven Stimmung verantwortlich ist, verbreitet gute Laune, unabhängig davon, ob sie sich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifiziert. Diese Person hat die Fähigkeit, Freude und Heiterkeit zu teilen, egal an welchem Ort sie sich befindet, und spricht mit ihrer Anwesenheit und ihrem Wesen eine Vielzahl von Menschen an, die möglicherweise unterschiedliche Geschlechtsidentitäten und kulturelle Hintergründe haben."
283,"Um den Dienst zu nutzen, muss man einen Zugang erstellen.","Um den dienstleistenden Service in vollem Umfang nutzen zu können, ist es erforderlich, dass jede Person, die daran interessiert ist – unabhängig von ihrer Geschlechtsidentität oder Geschlechtszugehörigkeit, sei es, dass sie sich als Frau, Mann oder in einer anderen Identität sieht – einen individuellen Zugang erstellt. Dies ermöglicht allen, gleichberechtigt am Dienst teilzunehmen."
1596,Dier Sachverständige überprüfte den Schaden am Auto.,"Die Fachkraft, die über das nötige Wissen und die Erfahrung verfügt, um die Schäden am Auto zu bewerten, und unabhängig davon agiert, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat den Schaden am Fahrzeug überprüft."
1296,Dier Neueinsteiger_in wurde herzlich im Team begrüßt.,"Die Person, die neu im Team ist und sich möglicherweise als Neueinsteiger oder Neueinsteigerin identifiziert oder eine andere Geschlechtsidentität hat, wurde herzlich von allen Teammitgliedern willkommen geheißen. In dieser freundlichen Atmosphäre des Teams ist es wichtig, dass jede Person, unabhängig von ihrer Geschlechtsidentität, sich anerkannt und ermutigt fühlt."
501,Dier Ermittler*in sammelte Beweise am Tatort.,"Die Person, die mit der Ermittlungsarbeit betraut ist und am Tatort Beweise sammelt, unabhängig davon, ob diese Person sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat wichtige Informationen und Materialien zusammengetragen, die zur Aufklärung des Sachverhalts beitragen können."
1252,Dier MeinungskontrahentIn argumentierte vehement für eine alternative Lösung des Problems.,"Die Person, die als Meinungskontrahent oder Meinungskontrahentin auftritt und in dieser Diskussion eine kritische Position einnimmt, argumentierte mit Nachdruck für eine alternative Lösung des Problems. Dabei ist es wichtig zu betonen, dass diese Person unabhängig von ihrer Geschlechtsidentität, sei es männlich, weiblich, nicht-binär oder eine andere Identität, ihre Argumente vorbringt und sich aktiv in die Diskussion einbringt."
339,Die Immobilien besitzende Person hat besondere Rechte und Pflichten.,"Die Person, die Immobilien besitzt, hat besondere Rechte und Pflichten, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Diese Regelung gilt für alle, die Eigentum an Immobilien haben, einschließlich aber nicht beschränkt auf Menschen mit nicht-binären, genderfluiden oder anderen Geschlechtsidentitäten."
212,Ich bin kein*e Befürworter*in der Entscheidungen meiner Chef*in.,"'Ich identifiziere mich nicht als Befürworter oder Befürworterin der Entscheidungen der Person, die in meiner Arbeitsumgebung die Führungsposition innehat und die möglicherweise als weiblich, männlich oder mit einer anderen Geschlechtsidentität wahrgenommen wird. Ich respektiere die Vielfalt aller Geschlechtsidentitäten und meine persönliche Sichtweise spiegelt nicht die derjenigen wider, die in ähnlichen Positionen tätig sind.'"
1230,Für die Wartung des Systems wurden etwa 40 Personenstunden benötigt.,"Für die Wartung des Systems wurden insgesamt etwa 40 Personenstunden benötigt, wobei diese Zeit von einer vielfältigen Gruppe von Menschen aufgebracht wurde, die sich möglicherweise unterschiedlichen Geschlechtsidentitäten zuordnen, einschließlich, aber nicht beschränkt auf Frauen, Männer und nicht-binäre Personen, sowie weiteren geschlechtlichen Identitäten, die in unserer Gesellschaft existieren."
495,Dier EntscheiderIn im Unternehmen genehmigte das neue Projekt.,"Die Person, die im Unternehmen die Entscheidungsbefugnis hat und alsjenige fungiert, die die Genehmigung für das neue Projekt erteilt, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat das neue Projekt genehmigt."
895,Dier Klassensprecher:in setzte sich engagiert für die Anliegen der Klasse ein. ,"Die Person, die das Amt des Klassensprechers oder der Klassensprecherin innehat, setzt sich mit großem Engagement für die Anliegen und Interessen der gesamten Klasse ein. Dies gilt unabhängig davon, ob sich diese Person als Mann, Frau, nicht-binär, genderfluid oder mit einer anderen Geschlechtsidentität identifiziert. Die aktive Rolle dieser Person dient dazu, die unterschiedlichen Perspektiven und Bedürfnisse aller Mitschüler:innen zu vertreten und eine inklusive Atmosphäre innerhalb der Klasse zu fördern."
660,Dier GruppenleiterIn organisierte die Aktivitäten für das Wochenende.,"„Die Person, die die Leitung der Gruppe innehat und somit für die Organisation der Aktivitäten für das bevorstehende Wochenende verantwortlich ist, kann sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Sie hat die Verantwortung übernommen, um sicherzustellen, dass alle Mitglieder der Gruppe, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität, eine angenehme und bereichernde Erfahrung während der Aktivitäten haben.“"
1854,"Dier Verletzte wurde sofort ins Krankenhaus gebracht, um medizinische Hilfe zu erhalten.","Die Person, die verletzt wurde, wurde umgehend ins Krankenhaus gebracht, um dort medizinische Hilfe zu erhalten. Diese Person könnte sich als Mann, Frau oder mit einer anderen Geschlechtsidentität definieren und ist eine wichtige individuelle Identität, unabhängig von traditionellen Geschlechterkategorisierungen."
868,Dier Justiziar_in beriet das Unternehmen in rechtlichen Fragen.,"Die Person, die in der Position des Justiziars oder der Justiziarin tätig ist und das Unternehmen in rechtlichen Belangen berät, unabhängig davon, ob sie sich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifiziert, hat sich intensiv um die rechtlichen Fragen des Unternehmens gekümmert."
811,"Die Investierende trafen sich, um über die zukünftige Strategie des Unternehmens zu beraten.","Die Personen, die in der Rolle als Investierende agieren und sich unabhängig von ihrem Geschlecht als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren, trafen sich, um gemeinsam über die zukünftige Strategie des Unternehmens zu beraten und ihre unterschiedlichen Perspektiven und Erfahrungen einzubringen."
319,Die Beteiligung der Bevölkerung bei der Planung des neuen Parks war sehr hoch.,"Die Beteiligung der Menschen aus der Bevölkerung an der Planung des neuen Parks war sehr hoch. Dies schließt alle Personen ein, unabhängig davon, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren. Es ist wichtig zu betonen, dass jede Person, die in der Gemeinde lebt oder ein Interesse an der Gestaltung des Parks hat, in diesen Prozess einbezogen wurde und ihre Stimmen und Ideen zu Gehör gebracht werden konnten."
826,Die Initiator_innen der Veranstaltung wurden für ihre harte Arbeit gelobt.,"Die Personen, die als Initiatorinnen, Initiatoren oder in anderen Geschlechtsidentitäten, unabhängig von den traditionellen Kategorien, an der Planung und Organisation der Veranstaltung beteiligt waren, wurden für ihre engagierte und hard Arbeit gewürdigt."
1525,Dier Respondent:in gab detaillierte Antworten auf die Fragen der Umfrage.,"Die Person, die an der Umfrage teilgenommen hat und die als Respondentin oder Respondent identifiziert, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität versteht, gab detaillierte Antworten auf die Fragen der Umfrage."
1253,"Die Nachbarinnen organisierten eine gemeinsame Grillparty, um die Geme:inschaft zu stärken und sich besser kennenzulernen.","Die Personen, die in der Nachbarschaft leben und sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren, organisierten eine gemeinsame Grillparty. Das Ziel dieser Zusammenkunft war es, die Gemeinschaft zu stärken und einander besser kennenzulernen, sodass sich alle Nachbarinnen, Nachbarn und Menschen aus der Nachbarschaft, unabhängig von ihrer Geschlechtsidentität, wohlfühlen und ein verbindendes Miteinander schaffen können."
1712,"Dier Sprachlots*in half den Flüchtlingen, sich in ihrer neuen Umgebung zurechtzufinden und die Sprache zu lernen.","Die Person, die als Sprachlots*in tätig ist und Unterstützung anbietet, hat den Flüchtlingen, also den Menschen, die aus ihrer Heimat fliehen mussten und in einer neuen Umgebung leben, geholfen, sich dort zurechtzufinden und das Erlernen der Sprache zu erleichtern. Diese Unterstützung richtet sich an alle geflüchteten Personen, unabhängig von deren Geschlecht, Geschlechtsidentität oder sexueller Orientierung, und fördert so ein respektvolles und unterstützendes Miteinander in der neuen Gemeinschaft."
1115,... Mensch oder Maus?,"'Handelt es sich bei dem Subjekt um einen Menschen oder eine Maus? Diese Frage könnte auch eine breitere Perspektive einnehmen und sich darauf beziehen, ob die betreffende Entität in der Kategorien von Mensch, wobei alle Geschlechtsidentitäten, einschließlich cisgender und transgender Personen, nicht-binären Menschen, Genderqueer-Personen und anderen in der Geschlechtervielfalt angesiedelten Identitäten, einzuordnen ist, oder ob sie zu den tierischen Spezies der Mäuse gehört. Dabei ist es wichtig zu betonen, dass das Wort ""Mensch"" hier alle individuellen Identitäten und Ausdrucksweisen von Geschlecht und Geschlechtsidentität umfassen soll.'"
1684,Die Schulträgerschaft ist verantwortlich für die Finanzierung und Ausstattung der Schule.,"Die Einrichtung oder Organisation, die die Verantwortung für die Schulträgerschaft übernommen hat, ist zuständig für die Finanzierung und die Ausstattung der Schule. Dies umfasst alle Personen, die innerhalb dieser Trägerschaft arbeiten oder tätig sind, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität, sei es eine Person, die sich als Frau, Mann oder nicht-binär identifiziert, sowie solche, die sich in anderen Geschlechtsidentitäten erkennen."
445,Das Land der Dichter_innen und Denker_innen,"„Das Land der Dichterinnen, Dichter und all jener Menschen, die sich als kreatives, schriftstellerisches oder gedankliches Ausdrucksmedium verstehen, sowie aller Personen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren und in den Bereichen Literatur, Philosophie und Kunst tätig sind, wird oft als eine wie auch immer geartete Inspirationsquelle für innovative Gedanken und tiefgründige emotionale Ausdrucksformen angesehen.“"
1815,Dier Übersetzende übertrug das technische Handbuch präzise und verständlich ins Deutsche.,"Die Personen, die für die Übersetzung des technischen Handbuchs verantwortlich waren, haben diese Aufgabe mit großer Sorgfalt erledigt und das Handbuch präzise sowie verständlich ins Deutsche übertragen. Diese Personen können sich als Männer, Frauen oder mit anderen Geschlechtsidentitäten identifizieren, und ihr Engagement gewährleistet, dass die Informationen für alle Leserinnen, Leser und weiteren Interessierten zugänglich und klar formuliert sind."
1289,Die närrische Person brachte alle zum Lachen.,"Die Person, die in diesem Moment als närrisch wahrgenommen wird und mit ihrem Humor und ihrer kreativen Art alle Anwesenden zum Lachen brachte, ist unabhängig von ihrer Geschlechtsidentität, sei es Frau, Mann oder eine nicht-binäre oder andere Geschlechtsidentität, eine Quelle der Freude und des Frohsinns für die Gruppe."
261,"Der Bürger:inkrieg in Syrien hat sehr viel im Land zerstört, nun leiden viele an Hungersnot und Trauma.","Der Bürgerkrieg in Syrien hat durch die anhaltenden Konflikte und Gewalt enorm viel Zerstörung im Land verursacht. Viele Menschen, die sich als Bürger*innen oder Bewohner*innen Syriens identifizieren - unabhängig von ihrem Geschlecht, ihrer Geschlechtsidentität oder ihren sozialen Rollen - leiden jetzt unter den verheerenden Folgen, die sich in Form von Hungersnöten und psychischen Traumata äußern. Dies betrifft Frauen, Männer, nicht-binäre Personen sowie all diejenigen, die sich in einer anderen, nicht traditionellen Geschlechtsidentität verstehen, und es ist eine gemeinschaftliche Herausforderung, die dringend unsere Aufmerksamkeit und Unterstützung erfordert."
359,"Der landwirtschaftliche Betrieb produziert Nahrungsmittel.
","Der landwirtschaftliche Betrieb, der von einer vielfältigen Gruppe von Personen geführt wird, unabhängig davon, ob sie sich als Frau, Mann oder in einer anderen Geschlechtsidentität identifizieren, produziert Nahrungsmittel. Diese Gruppe umfasst Landwirtinnen, Landwirte sowie Menschen, die sich außerhalb der traditionellen Geschlechtskategorien definieren, und alle arbeiten gemeinsam daran, eine nachhaltige und vielfältige Lebensmittelproduktion sicherzustellen."
1819,Die ferngesteuerte Drohne lieferte die Pakete autonom und effizient an die vorgesehenen Adressen.,"Die ferngesteuerte Drohne, die entwickelt wurde, um autonom und effizient zu arbeiten, lieferte die Pakete an die vorgesehenen Adressen, unabhängig davon, ob die Bewohner dieser Adressen sich als Männer, Frauen oder als eine andere Geschlechtsidentität identifizieren. Die Technologie hinter der Drohne ermöglicht es, dass alle Adressaten, unabhängig von ihrer Geschlechtsidentität, die Lieferung problemlos erhalten konnten."
496,"Dier Entscheidungsträger:in traf sich mit der Projektleitung, um über die zukünftige Strategie zu beraten.","Die Person, die in der Rolle der Entscheidungsträgerin oder des Entscheidungsträgers agiert und möglicherweise auch anderen Geschlechtsidentitäten angehört, traf sich mit der Projektleitung – bestehend aus Personen, die für die Leitung des Projekts verantwortlich sind und sich ebenso in unterschiedlichen Geschlechtsidentitäten identifizieren können –, um gemeinsam über die zukünftige Strategie zu beraten."
711,"Der Gäst:inhörer:instatus erlaubt es Student:innen, an Vorlesungen teilzunehmen, ohne offiziell für ein Studium eingeschrieben zu sein.","Der Gäst:inhörer:instatus ermöglicht es allen Personen, die in einer höheren Bildungseinrichtung studieren oder Interesse an einem Fachgebiet haben, sowie denjenigen, die sich als Studierende identifizieren oder nicht identifizieren, an Vorlesungen teilzunehmen. Dies schließt ausdrücklich Menschen ein, die sich als Frauen, Männer oder als nicht-binär, genderqueer, agender oder mit einer anderen Geschlechtsidentität verstehen, ohne dass sie offiziell für ein Studium eingeschrieben sein müssen."
1438,"Das Krankenhaus bietet eine patientInorientierte Pflege, um den individuellen Bedürfnissen gerecht zu werden.","Das Krankenhaus bietet eine Pflege, die auf die Bedürfnisse aller Patientinnen, Patienten und Menschen, die sich außerhalb der binären Geschlechtskategorien identifizieren, abgestimmt ist. Diese patientenorientierte Herangehensweise zielt darauf ab, die individuellen Bedürfnisse jeder Person zu berücksichtigen, unabhängig von Geschlecht oder Geschlechtsidentität, um eine respektvolle und einfühlsame Versorgung sicherzustellen."
604,Dier FördermittelgeberIn bewilligte die Gelder für die Forschung.,"Die Person, die die Fördermittel zur Verfügung stellt und sich dabei als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, hat die Gelder für die Forschung bewilligt."
1076,Die Lehrstuhlleiter*innen betreuten zahlreiche Forschungsprojekte.,"Die Personen, die die Verantwortung für die Leitung der verschiedenen Lehrstühle an der Hochschule übernehmen und sich dabei als Frauen, Männer oder mit einer anderen Geschlechtsidentität verstehen, haben zahlreiche Forschungsprojekte betreut."
130,Die Anteilseigner_innen stimmten über die neuen Unternehmensstrategien ab.,"Die Personen, die Anteile an dem Unternehmen halten und sich entsprechend als Anteilseigner, Anteilseignerinnen oder mit einer anderen Geschlechtsidentität definieren, haben über die neuen Unternehmensstrategien abgestimmt."
1216,Die Eltern-Kind-Gruppe traf sich jeden Samstag zum Spielen.,"Die Menschen, die als Eltern oder Erziehungsberechtigte fungieren, sowie deren Kinder, die Teil dieser Gruppe sind und möglicherweise verschiedenen Geschlechtsidentitäten angehören, trafen sich jeden Samstag, um gemeinsam zu spielen. Diese Zusammenkunft umfasst alle Formen der elterlichen Verantwortung, einschließlich, jedoch nicht beschränkt auf, Mütter, Väter, Pflegeeltern, Adoptiveltern und andere Betreuungspersonen, sowie alle Kinder, die sich in unterschiedlichen Altersgruppen und Geschlechtsidentitäten befinden."
162,Der ArbeitnehmerInvertreter sprach die Anliegen der Belegschaft an.,"Die Person, die als Arbeitnehmervertretung fungiert und somit die Interessen und Anliegen der Mitarbeiterinnen, Mitarbeiter sowie aller anderen Personen, die in diesem Unternehmen arbeiten und sich mit verschiedenen Geschlechtsidentitäten identifizieren, angesprochen hat, äußerte sich zu den Belangen der gesamten Belegschaft."
262,Dier BürgermeisterIn eröffnete das Sommerfest mit einer Ansprache. Die BewohnerInnen des Ortes jubelten dem zu. ,"Die Person, die das Amt des Bürgermeisters oder der Bürgermeisterin innehat und möglicherweise auch andere Geschlechtsidentitäten hat, eröffnete das Sommerfest mit einer Ansprache. Die Bewohnerinnen, Bewohner und alle weiteren Personen, die in dieser Gemeinde leben und sich unterschiedlich in Bezug auf Geschlecht und Geschlechtsidentität verstehen, jubelten dieser Person zu."
1269,... Nutzer*in des Angebots werden bevorzugt.,"'Personen, die das Angebot nutzen, einschließlich Nutzerinnen, Nutzer und all jene, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren und Teil der Community oder Zielgruppe sind, werden bevorzugt.'"
700,Alle Gesprächsteilnehmer:innen brachten interessante Ideen ein.,"Alle Personen, die an dem Gespräch teilnehmen, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren, haben interessante Ideen eingebracht. Dies schließt alle Teilnehmenden ein, die möglicherweise auch non-binär, genderfluid oder einer anderen Geschlechtsidentität angehören, um eine respektvolle und umfassende Diskussion zu fördern."
1483,Der Rettungssanitätsdienst brachte den Verletzten ins Krankenhaus.,"Der Rettungssanitätsdienst, bestehend aus außergewöhnlich engagierten Menschen, die in der Notfallmedizin tätig sind und sich in unterschiedlichen Geschlechtsidentitäten verstehen, hat eine Person, die verletzt wurde, ins Krankenhaus gebracht. Diese unterstützende und wichtige Aufgabe wurde von Fachleuten durchgeführt, die sowohl als Sanitäterinnen und Sanitäter, als auch als weitere Geschlechtsidentitäten tätig sind und somit ein vielfältiges Team bilden, welches für die Sicherheit und das Wohlbefinden aller Menschen sorgt."
181,Ich bin ein Abkömmling von König_in Sheeba,"„Ich bin eine Person, die von König*in Sheeba abstammt, unabhängig davon, wie ich mich in Bezug auf Geschlecht und Geschlechtsidentität definiere, und dies schließt alle Identitäten und Ausdrucksformen ein, die jenseits traditioneller Kategorien liegen.“"
1273,Die Nutzer*inentgelte für den Service sind moderat.,"Die Personen, die den Service nutzen, einschließlich aller Nutzerinnen, Nutzer und aller weiteren Individuen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren und ihn in Anspruch nehmen, finden die entsprechenden Nutzerentgelte für diesen Service als moderat."
211,"Als ich von der Kriminalpolizei angefragt wurde, war ich dier Befragte.","„Als ich von der Kriminalpolizei angefragt wurde, war ich die Person, die befragt wurde, unabhängig davon, ob ich mich als Frau, Mann oder einer anderen Geschlechtsidentität identifiziere. Die Befragung betraf meine Erfahrungen und Wahrnehmungen, und ich war bereit, meine Perspektive als jemand, der verschiedene Möglichkeiten der Geschlechtsidentität in Betracht zieht, zu teilen.“"
254,Dier Bundeskanzler/in hielt eine Rede zur Lage der Nation.,"„Die Person, die als Bundeskanzler oder Bundeskanzlerin fungiert, sowie alle anderen Personen, die in ähnlichen politischen Ämtern tätig sind oder waren, hielt eine Rede zur Lage der Nation. Diese Person könnte sich als männlich, weiblich oder als eine andere Geschlechtsidentität verstehen und repräsentiert somit die Vielfalt der Identitäten in politischer Führungsrolle.“"
1488,Die Mitglieder des Rabbinats treffen sich zum Gebet.,"Die Personen, die dem Rabbinat angehören, unabhängig davon, ob sie sich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifizieren, treffen sich zum Gebet. Dies schließt Rabbinerinnen, Rabbiner und alle anderen, die in dieser religiösen Gemeinschaft aktiv sind und möglicherweise unterschiedliche Geschlechtsidentitäten haben, mit ein."
40,Die Anlieger_innen der Straße protestierten gegen den geplanten Bau.,"Die Personen, die an der betreffenden Straße wohnen oder dort wohnhaft sind, und die sich in ihrer Geschlechtsidentität als Frau, Mann oder in einer anderen Form identifizieren, protestierten gegen den geplanten Bau. Diese Gruppe umfasst sowohl Anliegerinnen und Anlieger als auch alle weiteren Menschen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren und ein Interesse an den Veränderungen in ihrer Nachbarschaft haben."
1718,Dier SpringerIn übernahm kurzfristig die Vertretung im Service.,"Die Person, die die Rolle einer Springerperson, also einer Vertretung im Service, übernommen hat, hat dies kurzfristig getan. Dabei spielt es keine Rolle, ob diese Person sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert. Alle Menschen, die in dieser Funktion tätig sind, tragen zur Unterstützung und zum reibungslosen Ablauf des Services bei, unabhängig von ihren persönlichen Identitäten oder ihrer geschlechtlichen Zuordnung."
1621,Dier Selbstdarsteller*in suchte immer nach Aufmerksamkeit.,"'Die Person, die sich in der Weise präsentiert und lernt, im Mittelpunkt der Aufmerksamkeit zu stehen, unabhängig davon, ob sie sich als Selbstdarstellerin, Selbstdarsteller oder mit einer anderen Geschlechtsidentität identifiziert, sucht stets nach Aufmerksamkeit, um ihre Gedanken, Ideen oder Talente einem breiten Publikum zu präsentieren.'"
1759,Dier Teilnehmer:in hat während des Kurses große Fortschritte gemacht.,"Die Person, die an dem Kurs teilnimmt, unabhängig davon, ob sie sich als Frau, Mann, nicht-binär oder mit einer anderen Geschlechtsidentität identifiziert, hat während des Kurses bemerkenswerte Fortschritte gemacht."
1323,Dier Orthopädieschuhtechniker_in überprüft die Qualität der Schuhe.,"Die Person, die als Orthopädieschuhtechniker:in tätig ist, überprüft die Qualität der Schuhe. Diese Person könnte sich als Mann, Frau, nicht-binär oder mit einer anderen Geschlechtsidentität identifizieren. Unabhängig von ihrer Geschlechtsidentität engagiert sie sich in ihrem Beruf und stellt sicher, dass die Schuhe höchsten Qualitätsstandards entsprechen, um die Gesundheit und das Wohlbefinden der Träger:innen zu fördern."
410,"Die junge Person mit dem Fahrrad mit tiefem Einstieg genoss die Leichtigkeit des Ein- und Aussteigens.
","Die junge Person, die mit einem Fahrrad mit tiefem Einstieg unterwegs ist, erfreute sich an der Leichtigkeit, die mit dem Ein- und Aussteigen verbunden ist. Diese Freude am unkomplizierten Zugang zu ihrem Fortbewegungsmittel steht unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert, für die Freiheit und Mobilität, die ein solches Fahrrad bietet."
1345,Dier Pilot*in startete das Flugzeug in Richtung New York.,"Die Person, die als Pilot oder Pilotin für das Flugzeug zuständig ist und in dieser Rolle Verantwortung trägt, hat das Flugzeug in Richtung New York gestartet, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert."
900,Dier Klient:in besprach deren Anliegen vertrauensvoll mit deren Berater:in und arbeitete gemeinsam an Lösungen für deren individuellen Bedürfnisse.,"Die Person, die Klient:in ist, hat ihr Anliegen vertrauensvoll mit der Person, die als Berater:in fungiert, besprochen. Gemeinsam arbeiteten sie an Lösungen, die den individuellen Bedürfnissen der Klient:in gerecht werden. Diese Klient:in kann sich dabei als Frau, Mann oder einer anderen Geschlechtsidentität zugehörig fühlen, genauso wie die Berater:in, die Unterstützung bietet, und ihre Zusammenarbeit umfasst eine respektvolle Berücksichtigung der Vielfalt an Geschlechtsidentitäten und -ausdrücken."
1503,Dier Rektor*in begrüßte die neue Klasse zum Schuljahresbeginn.,"Die Person, die die Rolle des Rektors oder der Rektorin in der Schule innehat, hat die neue Klasse, bestehend aus Schülerinnen, Schülern und allen weiteren Personen, die diese Bildungseinrichtung besuchen und sich mit verschiedenen Geschlechtsidentitäten identifizieren, zum Beginn des neuen Schuljahres herzlich willkommen geheißen."
1534,Die Sachbearbeiter/innen machen eine Mittagspause.,"Die Personen, die in der Funktion der Sachbearbeitung arbeiten, unabhängig davon, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren, machen eine Mittagspause, um sich zu erholen und neue Energie für ihre Tätigkeiten zu tanken."
737,Dier Herausgeber*in des Magazins arbeitet an der nächsten Ausgabe.,"Die Person, die die Herausgabe des Magazins verantwortet, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, arbeitet engagiert an der nächsten Ausgabe des Magazins."
439,Der Person im Besitz von Dokumenten präsentierte deren Ausweis bei der Kontrolle.,"Die Person, die im Besitz von Dokumenten ist, hat ihren oder ihren Identitätsausweis, unabhängig von der Geschlechtsidentität, die diese Person hat oder sich zuschreibt, bei der Kontrolle vorgelegt. Dies umfasst sowohl Menschen, die sich als Frau oder Mann identifizieren, als auch solche, die sich außerhalb dieser traditionellen Kategorien einordnen oder eine nicht-binäre, genderqueere oder andere Geschlechtsidentität haben."
1149,Das Kind wuchs sicher im Mutterleib heran.,"'Das Kind, das in den Bauch einer schwangeren Person gewachsen ist, erlebte eine sichere und geschützte Entwicklung im Mutterleib, unabhängig von der Geschlechtsidentität der Person, die es getragen hat. Diese Person könnte sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren, und die sorgfältige und verantwortungsvolle Umgebung während dieser Zeit trägt entscheidend zur Gesundheit und zum Wohlbefinden des ungeborenen Kindes bei.'"
1716,Dier Sprengbefugte:r war für die sichere Durchführung von Sprengarbeiten auf der Baustelle verantwortlich.,"Die Person, die die Befugnis zur Durchführung von Sprengarbeiten hat und somit als sprengbefugte Person auf der Baustelle agiert, war für die sichere und verantwortungsvolle Durchführung dieser Arbeiten verantwortlich, unabhängig davon, ob sie sich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifiziert."
314,Dier Briefträger:in brachte jeden Morgen die Post.,"Der Briefträger oder die Briefträgerin, sowie alle anderen Personen, die als Zustellerinnen oder Zusteller arbeiten und sich auf unterschiedliche Weise mit Geschlechtsidentitäten identifizieren, bringen jeden Morgen die Post und sorgen dafür, dass die Sendungen rechtzeitig zugestellt werden."
961,"Wir haben zahlreiche positive Kund/inreferenzen, die die Qualität unserer Produkte unterstreichen.","Wir haben zahlreiche positive Rückmeldungen von unseren Kundinnen, Kunden, sowie von allen weiteren Personen, die unsere Produkte erworben haben und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren. Diese Rückmeldungen unterstreichen die Qualität unserer Produkte und spiegeln die Zufriedenheit einer vielfältigen Kundschaft wider."
1551,Dier SchwimmmeisterIn überwachte die Sicherheit im Schwimmbad.,"Die Person, die die Verantwortung für die Sicherheit im Schwimmbad übernimmt, sei es in der Rolle einer Schwimmmeisterin, eines Schwimmmeisters oder einer anderen Geschlechtsidentität, sorgt dafür, dass alle Badegäste in einer sicheren Umgebung schwimmen können. Diese Fachkraft ist dafür zuständig, die Einhaltung der Sicherheitsvorschriften zu überwachen und darauf zu achten, dass alle Besucher, unabhängig von ihrer Geschlechtsidentität oder ihrem Hintergrund, einen sicheren und angenehmen Aufenthalt im Schwimmbad genießen können."
